,all_hits,description,hit_num,name,species
464,TcB_expanded TcB_expanded TcdA1_expanded TcdA1_expanded TcC_expanded TcC_expanded,"NZ_WJIE01000061.1 Polyangium spumosum strain DSM 14734 Scaffold61, whole genome shotgun sequence",6.0,NZ_WJIE01000061.1,Polyangium spumosum
465,A2_expanded TcB_expanded TcC_expanded,"NZ_VDCQ01000167.1 Paenibacillus hemerocallicola strain KCTC 33185 RDPYD18112709_A.Scaf167, whole genome shotgun sequence",3.0,NZ_VDCQ01000167.1,Paenibacillus hemerocallicola
466,TcB_expanded Chitinase_expanded TcdA1_expanded TcC_expanded,"NZ_OGTP01000072.1 Burkholderia novacaledonica isolate LMG 28615T, whole genome shotgun sequence",4.0,NZ_OGTP01000072.1,Burkholderia novacaledonica
467,TcB_expanded Chitinase_expanded Chitinase_expanded TcdA1_expanded TcC_expanded,"NZ_MPIN01000042.1 Cystobacter ferrugineus strain Cbfe23 Contig_82, whole genome shotgun sequence",5.0,NZ_MPIN01000042.1,Cystobacter ferrugineus
468,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_FXYF01000056.1 Maliponia aquimaris strain CECT 8898, whole genome shotgun sequence",3.0,NZ_FXYF01000056.1,Maliponia aquimaris
469,TcB_expanded TcdA1_expanded TcC_expanded TcC_expanded TcC_expanded,"NZ_CP026364.1 Proteus hauseri strain 15H5D-4a chromosome, complete genome",5.0,NZ_CP026364.1,Proteus hauseri
470,A2_expanded TcB_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded,"NZ_LXEN01000293.1 Cosenzaea myxofaciens ATCC 19692 Sequence00293, whole genome shotgun sequence",6.0,NZ_LXEN01000293.1,Cosenzaea myxofaciens
471,A1_expanded A2_expanded TcB_expanded TcC_expanded TcC_expanded,"NZ_SOCQ01000042.1 Pseudomonas helmanticensis strain BIGb0525 Ga0304788_142, whole genome shotgun sequence",5.0,NZ_SOCQ01000042.1,Pseudomonas helmanticensis
472,TcB_expanded TcB_expanded Chitinase_expanded TcdA1_expanded TcC_expanded TcC_expanded,"NZ_CP012159.1 Chondromyces crocatus strain Cm c5, complete genome",6.0,NZ_CP012159.1,Chondromyces crocatus
473,A1_expanded A2_expanded TcB_expanded TcB_expanded TcC_expanded TcC_expanded TcC_expanded,"NZ_QLTJ01000050.1 Microvirgula sp. AG722 Ga0222385_150, whole genome shotgun sequence",7.0,NZ_QLTJ01000050.1,Microvirgula sp.
474,A2_expanded TcB_expanded TcC_expanded,"NZ_JNWO01000211.1 Streptomyces xylophagus strain NRRL B-12029 contig211.1, whole genome shotgun sequence",3.0,NZ_JNWO01000211.1,Streptomyces xylophagus
475,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_CP013341.1 Nitrosomonas ureae strain Nm10 chromosome, complete genome",3.0,NZ_CP013341.1,Nitrosomonas ureae
476,A1_expanded A2_expanded TcB_expanded TcB_expanded TcC_expanded,"NC_017807.1 Rahnella aquatilis HX2 plasmid PRA2, partial sequence",5.0,NC_017807.1,Rahnella aquatilis
477,A2_expanded TcB_expanded TcC_expanded,"NZ_PYBV01000203.1 Micromonospora arborensis strain NRRL 8041 Micromonospora_arborensis_8041_contig_241, whole genome shotgun sequence",3.0,NZ_PYBV01000203.1,Micromonospora arborensis
478,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_KE332397.1 Halomonas anticariensis FP35 = DSM 16096 strain FP35 Scaffold9, whole genome shotgun sequence",3.0,NZ_KE332397.1,Halomonas anticariensis
479,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_RCSU01000043.1 Pseudoflavitalea rhizosphaerae strain KACC 18655 Scaffold43, whole genome shotgun sequence",3.0,NZ_RCSU01000043.1,Pseudoflavitalea rhizosphaerae
480,A2_expanded Chitinase_expanded Chitinase_expanded TcdA1_expanded,"NZ_POUA01000957.1 Desertiactinospora gelatinilytica strain 7K107 NODE_959_length_255_cov_39.3906, whole genome shotgun sequence",4.0,NZ_POUA01000957.1,Desertiactinospora gelatinilytica
481,TcB_expanded TcB_expanded TcB_expanded TcdA1_expanded TcdA1_expanded TcdA1_expanded TcC_expanded TcC_expanded TcC_expanded,"NZ_FNQB01000011.1 Asanoa ishikariensis strain DSM 44718, whole genome shotgun sequence",9.0,NZ_FNQB01000011.1,Asanoa ishikariensis
482,A2_expanded TcB_expanded Chitinase_expanded TcC_expanded,"NZ_QLLL01000025.1 Chitinophaga skermanii strain DSM 23857 LX64DRAFT_NODE_1_len_1611_cov_112_194290.25, whole genome shotgun sequence",4.0,NZ_QLLL01000025.1,Chitinophaga skermanii
483,A1_expanded A2_expanded TcB_expanded TcB_expanded Chitinase_expanded Chitinase_expanded TcC_expanded,"NZ_QTUB01000001.1 Xenorhabdus cabanillasii strain DSM 17905 Ga0236269_11, whole genome shotgun sequence",7.0,NZ_QTUB01000001.1,Xenorhabdus cabanillasii
484,TcB_expanded TcB_expanded Chitinase_expanded Chitinase_expanded Chitinase_expanded TcdA1_expanded TcdA1_expanded TcdA1_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded,"NZ_VOQB01000043.1 Shewanella sp. YLB-07 NODE_43_length_1020_cov_128.323693, whole genome shotgun sequence",14.0,NZ_VOQB01000043.1,Shewanella sp.
485,A2_expanded TcB_expanded TcC_expanded,"NZ_FODH01000041.1 Paenibacillus sophorae strain CGMCC 1.10238, whole genome shotgun sequence",3.0,NZ_FODH01000041.1,Paenibacillus sophorae
486,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_FNVU01000044.1 Streptomyces yanglinensis strain CGMCC 4.2023, whole genome shotgun sequence",3.0,NZ_FNVU01000044.1,Streptomyces yanglinensis
487,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_FXAS01000142.1 Cedecea sp. NFIX57, whole genome shotgun sequence",3.0,NZ_FXAS01000142.1,Cedecea sp.
488,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_CP038255.1 Terasakiella sp. SH-1 chromosome, complete genome",3.0,NZ_CP038255.1,Terasakiella sp.
489,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_QVNU01000027.1 Taibaiella koreensis strain THG-DT86 NODE_27_length_1083_cov_72.828482, whole genome shotgun sequence",3.0,NZ_QVNU01000027.1,Taibaiella koreensis
490,A1_expanded A2_expanded TcB_expanded TcB_expanded TcC_expanded TcC_expanded,"NZ_VOIW01000021.1 Pseudomonas haemolytica strain DSM 108987 22_559_0.594907, whole genome shotgun sequence",6.0,NZ_VOIW01000021.1,Pseudomonas haemolytica
491,TcB_expanded TcdA1_expanded TcC_expanded TcC_expanded,NZ_LT629795.1 Pseudomonas psychrophila strain LMG 24276 chromosome I,4.0,NZ_LT629795.1,Pseudomonas psychrophila
492,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_CP026110.1 Paraburkholderia hospita strain DSM 17164 plasmid pEMT1, complete sequence",3.0,NZ_CP026110.1,Paraburkholderia hospita
493,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_AEDD01000040.1 Paenibacillus curdlanolyticus YK9 ctg78, whole genome shotgun sequence",3.0,NZ_AEDD01000040.1,Paenibacillus curdlanolyticus
494,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_FNAD01000036.1 Glycomyces harbinensis strain CGMCC 4.3516, whole genome shotgun sequence",3.0,NZ_FNAD01000036.1,Glycomyces harbinensis
495,TcB_expanded Chitinase_expanded TcdA1_expanded TcC_expanded,"NZ_PVZV01000026.1 Actinocorallia populi strain A251 contig26, whole genome shotgun sequence",4.0,NZ_PVZV01000026.1,Actinocorallia populi
496,A2_expanded TcB_expanded TcB_expanded TcB_expanded TcB_expanded TcB_expanded TcB_expanded TcB_expanded TcB_expanded TcB_expanded TcB_expanded TcB_expanded TcdA1_expanded TcdA1_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded,"NZ_PVNL01000192.1 Enhygromyxa salina strain SWB007 ENSA7_contig000192, whole genome shotgun sequence",29.0,NZ_PVNL01000192.1,Enhygromyxa salina
497,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_LXYR01000213.1 Phormidesmis priestleyi BC1401 Ga0079976_1213, whole genome shotgun sequence",3.0,NZ_LXYR01000213.1,Phormidesmis priestleyi
498,A1_expanded A2_expanded TcB_expanded TcC_expanded,"NZ_LN623556.1 Pseudomonas rhodesiae strain FF9, whole genome shotgun sequence",4.0,NZ_LN623556.1,Pseudomonas rhodesiae
499,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_FNGF01000016.1 Glycomyces sambucus strain CGMCC 4.3147, whole genome shotgun sequence",3.0,NZ_FNGF01000016.1,Glycomyces sambucus
500,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_CP022961.1 Plantactinospora sp. KBS50 chromosome, complete genome",3.0,NZ_CP022961.1,Plantactinospora sp.
501,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_CXPG01000027.1 Jannaschia rubra strain CECT 5088, whole genome shotgun sequence",3.0,NZ_CXPG01000027.1,Jannaschia rubra
502,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_CP017236.1 Yersinia ruckeri strain QMA0440 isolate 14/0165-5k chromosome, complete genome",3.0,NZ_CP017236.1,Yersinia ruckeri
503,TcB_expanded TcB_expanded TcdA1_expanded TcC_expanded TcC_expanded,"NZ_CP012332.1 Vulgatibacter incomptus strain DSM 27710, complete genome",5.0,NZ_CP012332.1,Vulgatibacter incomptus
504,TcB_expanded TcB_expanded TcdA1_expanded TcdA1_expanded TcC_expanded TcC_expanded,"NZ_BLAD01000170.1 Acrocarpospora corrugata strain NBRC 13972 sequence170, whole genome shotgun sequence",6.0,NZ_BLAD01000170.1,Acrocarpospora corrugata
505,A1_expanded A2_expanded TcB_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded,"NZ_NIRS01000013.1 Pseudomonas laurylsulfatiphila strain AP3_16 contig13, whole genome shotgun sequence",8.0,NZ_NIRS01000013.1,Pseudomonas laurylsulfatiphila
506,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_FMDM01000037.1 Micromonospora humi strain DSM 45647, whole genome shotgun sequence",3.0,NZ_FMDM01000037.1,Micromonospora humi
507,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_PTJB01000052.1 Arthrobacter sp. B3 Ga0157231_152, whole genome shotgun sequence",3.0,NZ_PTJB01000052.1,Arthrobacter sp.
508,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_JAAFZB010000096.1 Flavihumibacter sp. R14 713, whole genome shotgun sequence",3.0,NZ_JAAFZB010000096.1,Flavihumibacter sp.
509,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_CP016211.1 Minicystis rosea strain DSM 24000, complete genome",3.0,NZ_CP016211.1,Minicystis rosea
510,A1_expanded A2_expanded TcB_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded,"NZ_PQKR01000051.1 Escherichia sp. ESNIH1 NODE_51, whole genome shotgun sequence",7.0,NZ_PQKR01000051.1,Escherichia sp.
511,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_NCXP01000142.1 Mycobacterium decipiens strain TBL 1200985 NODE_142_length_202_cov_33.856, whole genome shotgun sequence",3.0,NZ_NCXP01000142.1,Mycobacterium decipiens
512,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_ANMG01000154.1 Amycolatopsis azurea DSM 43854 contig154, whole genome shotgun sequence",3.0,NZ_ANMG01000154.1,Amycolatopsis azurea
513,A1_expanded A2_expanded TcB_expanded TcC_expanded,"NC_020209.1 Pseudomonas poae RE*1-1-14, complete genome",4.0,NC_020209.1,Pseudomonas poae
514,A2_expanded TcB_expanded TcC_expanded,"NZ_JZSQ01000140.1 Photobacterium iliopiscarium strain ATCC 51760 CFSAN029431_contig0139, whole genome shotgun sequence",3.0,NZ_JZSQ01000140.1,Photobacterium iliopiscarium
515,A1_expanded A2_expanded TcC_expanded TcC_expanded,"NZ_LT629705.1 Pseudomonas arsenicoxydans strain CECT 7543 genome assembly, chromosome: I",4.0,NZ_LT629705.1,Pseudomonas arsenicoxydans
516,A1_expanded A2_expanded TcB_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded,"NZ_PYAL01000013.1 Achromobacter aloeverae strain AVA-1 Scaffold13_1, whole genome shotgun sequence",7.0,NZ_PYAL01000013.1,Achromobacter aloeverae
517,TcB_expanded TcdA1_expanded TcC_expanded,"MKSF01000039.1 Bacteroidetes bacterium 47-18 scnpilot_p_inoc_scaffold_992, whole genome shotgun sequence",3.0,MKSF01000039.1,Bacteroidetes bacterium
518,A2_expanded TcB_expanded TcB_expanded TcC_expanded,"LAQJ01000315.1 Candidatus Brocadia fulgida isolate RU1 BROFUL_contig000315, whole genome shotgun sequence",4.0,LAQJ01000315.1,Candidatus Brocadia
519,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_LT828648.1 Nitrospira japonica isolate Genome sequencing of Nitrospira japonica strain NJ11 genome assembly, chromosome: I",3.0,NZ_LT828648.1,Nitrospira japonica
520,A2_expanded TcB_expanded TcdA1_expanded TcdA1_expanded TcdA1_expanded TcdA1_expanded TcdA1_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded,"NZ_CP007215.2 Kosakonia sacchari SP1 chromosome, complete genome",13.0,NZ_CP007215.2,Kosakonia sacchari
521,TcB_expanded Chitinase_expanded TcdA1_expanded TcC_expanded,"NZ_WNKZ01000359.1 Massilia buxea strain KCTC 52429 NODE_359_length_201_cov_50.824324_359, whole genome shotgun sequence",4.0,NZ_WNKZ01000359.1,Massilia buxea
522,A1_expanded A2_expanded TcB_expanded TcC_expanded,"NZ_LR590482.1 Pseudomonas synxantha strain NCTC10696 genome assembly, chromosome: 1",4.0,NZ_LR590482.1,Pseudomonas synxantha
523,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_QAIP01000588.1 Aeromonas sp. HMWF014 NODE_1437_length_10125_cov_7.426765, whole genome shotgun sequence",3.0,NZ_QAIP01000588.1,Aeromonas sp.
524,A2_expanded TcB_expanded TcC_expanded,"NZ_LNCD01000152.1 Rhizobium altiplani strain BR 10423 contig99, whole genome shotgun sequence",3.0,NZ_LNCD01000152.1,Rhizobium altiplani
525,A2_expanded TcB_expanded TcC_expanded,"NZ_KE384562.1 Sporocytophaga myxococcoides DSM 11118 K350DRAFT_scaffold00013.13, whole genome shotgun sequence",3.0,NZ_KE384562.1,Sporocytophaga myxococcoides
526,TcB_expanded Chitinase_expanded TcdA1_expanded TcdA1_expanded TcC_expanded TcC_expanded,"NZ_LJCS01000262.1 Photorhabdus heterorhabditis strain VMG contig262, whole genome shotgun sequence",6.0,NZ_LJCS01000262.1,Photorhabdus heterorhabditis
527,TcB_expanded TcdA1_expanded TcC_expanded,"NZ_ATXB01000005.1 Methylohalobius crimeensis 10Ki H035DRAFT_scaffold00005.5_C, whole genome shotgun sequence",3.0,NZ_ATXB01000005.1,Methylohalobius crimeensis
528,A2_expanded TcB_expanded TcC_expanded,"NC_019762.1 Microcoleus sp. PCC 7113 plasmid pMIC7113.07, complete sequence",3.0,NC_019762.1,Microcoleus sp.
529,A1_expanded A1_expanded A1_expanded A2_expanded A2_expanded TcB_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded,"NZ_FNTZ01000002.1 Pseudomonas coleopterorum strain LMG 28558, whole genome shotgun sequence",10.0,NZ_FNTZ01000002.1,Pseudomonas coleopterorum
530,A2_expanded A2_expanded A2_expanded TcB_expanded TcB_expanded TcC_expanded TcC_expanded,"NZ_QFZQ01000023.1 Reichenbachiella versicolor strain DC003 contig23, whole genome shotgun sequence",7.0,NZ_QFZQ01000023.1,Reichenbachiella versicolor
531,A2_expanded TcB_expanded TcC_expanded,"KZ266893.1 cyanobacterium TDX16 genomic scaffold Scaffold4023, whole genome shotgun sequence",3.0,KZ266893.1,cyanobacterium TDX16
532,TcB_expanded Chitinase_expanded TcdA1_expanded TcC_expanded,"NZ_FNON01000025.1 Amycolatopsis xylanica strain CPCC 202699, whole genome shotgun sequence",4.0,NZ_FNON01000025.1,Amycolatopsis xylanica
533,TcB_expanded Chitinase_expanded TcdA1_expanded TcC_expanded,"NZ_SHKK01000001.1 Micromonospora violae strain DSM 45888 Ga0197538_11, whole genome shotgun sequence",4.0,NZ_SHKK01000001.1,Micromonospora violae
534,TcB_expanded TcdA1_expanded TcC_expanded TcC_expanded TcC_expanded,"NZ_FNUD01000002.1 Pseudomonas deceptionensis strain LMG 25555, whole genome shotgun sequence",5.0,NZ_FNUD01000002.1,Pseudomonas deceptionensis
535,A2_expanded TcB_expanded TcC_expanded,"NZ_FQYP01000028.1 Aquimarina spongiae strain DSM 22623, whole genome shotgun sequence",3.0,NZ_FQYP01000028.1,Aquimarina spongiae
536,TcB_expanded TcdA1_expanded,"NZ_QGTQ01000078.1 Paenibacillus cellulosilyticus strain CECT 5696 Ga0244610_178, whole genome shotgun sequence",2.0,NZ_QGTQ01000078.1,Paenibacillus cellulosilyticus
